State,District,Actual,Normal,Dept,Category,Cumulative_Actual,Cumulative_Normal,Cumulative_Dept,Cumulative_Category,Source_Page,SNo,Data_Date
NORTHERN INTERIOR KARNATAKA,HAVERI,1.2,6.0,-81.0,LD,120.8,228.1,-47.0,D,30,6,2026-07-22
NORTHERN INTERIOR KARNATAKA,KALABURAGI,9.3,4.8,94.0,LE,99.9,201.5,-50.0,D,30,7,2026-07-22
NORTHERN INTERIOR KARNATAKA,KOPPAL,0.8,1.5,-46.0,D,87.6,122.2,-28.0,D,30,8,2026-07-22
NORTHERN INTERIOR KARNATAKA,RAICHUR,7.3,1.8,304.0,LE,138.4,136.9,1.0,N,30,9,2026-07-22
NORTHERN INTERIOR KARNATAKA,VIJAYAPURA,2.2,1.7,28.0,E,128.0,137.5,-7.0,N,30,10,2026-07-22
NORTHERN INTERIOR KARNATAKA,YADGIR,1.8,3.4,-48.0,D,177.5,173.2,2.0,N,30,11,2026-07-22
SOUTHERN INTERIOR KARNATAKA,BALLARI,0.0,1.5,-100.0,NR,75.1,114.1,-34.0,D,30,1,2026-07-22
SOUTHERN INTERIOR KARNATAKA,BENGALURU RURAL,0.0,5.8,-100.0,NR,114.2,129.4,-12.0,N,30,2,2026-07-22
SOUTHERN INTERIOR KARNATAKA,BENGALURU URBAN,0.0,4.8,-100.0,NR,66.6,133.8,-50.0,D,30,3,2026-07-22
SOUTHERN INTERIOR KARNATAKA,CHAMARAJANAGAR,0.1,1.8,-93.0,LD,103.0,111.7,-8.0,N,30,4,2026-07-22
SOUTHERN INTERIOR KARNATAKA,CHIKABALLAPURA,0.0,4.7,-100.0,NR,113.1,122.7,-8.0,N,30,5,2026-07-22
SOUTHERN INTERIOR KARNATAKA,CHIKKAMAGALURU,5.0,16.2,-69.0,LD,650.4,736.1,-12.0,N,30,6,2026-07-22
SOUTHERN INTERIOR KARNATAKA,CHITRADURGA,0.7,2.6,-73.0,LD,62.3,95.1,-34.0,D,30,7,2026-07-22
SOUTHERN INTERIOR KARNATAKA,DAVANGERE,0.5,3.3,-84.0,LD,100.8,143.8,-30.0,D,30,8,2026-07-22
SOUTHERN INTERIOR KARNATAKA,HASSAN,2.0,6.7,-71.0,LD,132.9,310.6,-57.0,D,30,9,2026-07-22
SOUTHERN INTERIOR KARNATAKA,KODAGU,11.1,24.5,-55.0,D,758.4,1179.2,-36.0,D,31,10,2026-07-22
SOUTHERN INTERIOR KARNATAKA,KOLAR,0.0,4.0,-100.0,NR,68.8,125.8,-45.0,D,31,11,2026-07-22
SOUTHERN INTERIOR KARNATAKA,MANDYA,0.0,1.7,-100.0,NR,66.6,91.8,-27.0,D,31,12,2026-07-22
SOUTHERN INTERIOR KARNATAKA,MYSURU,0.3,3.2,-92.0,LD,76.2,153.7,-50.0,D,31,13,2026-07-22
SOUTHERN INTERIOR KARNATAKA,RAMANAGARA,0.0,4.3,-100.0,NR,19.0,132.4,-86.0,LD,31,14,2026-07-22
SOUTHERN INTERIOR KARNATAKA,SHIVAMOGGA,7.1,20.2,-65.0,LD,702.5,814.2,-14.0,N,31,15,2026-07-22
SOUTHERN INTERIOR KARNATAKA,TUMAKURU,0.0,3.8,-100.0,NR,68.2,112.5,-39.0,D,31,16,2026-07-22
SOUTHERN INTERIOR KARNATAKA,VIJAYANAGARA,0.4,2.1,-81.0,LD,51.2,125.3,-59.0,D,31,17,2026-07-22
COASTAL KARNATAKA,DAKSHINA KANNADA,28.9,39.6,-27.0,D,1212.1,1774.3,-32.0,D,31,1,2026-07-22
COASTAL KARNATAKA,UDUPI,15.4,41.3,-63.0,LD,1299.5,2040.7,-36.0,D,31,2,2026-07-22
COASTAL KARNATAKA,UTTARA KANNADA,25.6,36.0,-29.0,D,1087.4,1458.2,-25.0,D,31,3,2026-07-22
KERALA,ALAPUZHA,0.0,12.6,-100.0,NR,619.5,913.2,-32.0,D,31,1,2026-07-22
KERALA,ERNAKULAM,1.2,16.6,-93.0,LD,798.5,1187.0,-33.0,D,31,2,2026-07-22
KERALA,IDUKKI,0.3,22.1,-99.0,LD,532.6,1307.7,-59.0,D,31,3,2026-07-22
KERALA,KANNUR,13.3,27.6,-52.0,D,1134.0,1548.5,-27.0,D,31,4,2026-07-22
KERALA,KASARGOD,12.4,31.4,-61.0,LD,1271.5,1692.5,-25.0,D,31,5,2026-07-22
KERALA,KOLLAM,0.8,9.2,-91.0,LD,417.8,675.6,-38.0,D,31,6,2026-07-22
KERALA,KOTTAYAM,0.8,12.6,-93.0,LD,844.6,1060.6,-20.0,D,31,7,2026-07-22
KERALA,KOZHIKODE,14.0,23.7,-41.0,D,1156.0,1523.4,-24.0,D,31,8,2026-07-22
KERALA,MALAPPURAM,7.1,17.8,-60.0,LD,781.8,1109.0,-30.0,D,31,9,2026-07-22
KERALA,PALAKKAD,4.9,13.9,-65.0,LD,530.3,844.0,-37.0,D,31,10,2026-07-22
KERALA,PATHANAMTHITTA,0.2,11.3,-98.0,LD,655.2,857.9,-24.0,D,31,11,2026-07-22
KERALA,THIRUVANANTHAPURAM,1.3,4.2,-69.0,LD,409.2,456.9,-10.0,N,31,12,2026-07-22
KERALA,THRISSUR,6.0,17.2,-65.0,LD,788.8,1207.4,-35.0,D,32,13,2026-07-22
KERALA,WYNAD,2.7,23.8,-88.0,LD,538.6,1350.2,-60.0,LD,32,14,2026-07-22
PUDUCHERRY (UT),MAHE,0.6,23.7,-97.0,LD,1090.0,1438.9,-24.0,D,32,1,2026-07-22
LAKSHADWEEP,LAKSHADWEEP,3.1,6.5,-53.0,D,381.4,551.7,-31.0,D,32,1,2026-07-22
